stop_id,stop_code,stop_name,stop_lat,stop_lon,latlng
599,599,Guadalupe/Dean Keeton,30.289566999999998,-97.741302,"30.289566999999998,-97.741302"
603,603,31st Street Station (NB),30.297781,-97.741153,"30.297781,-97.741153"
604,604,Guadalupe/34th,30.300639,-97.739393,"30.300639,-97.739393"
605,605,Guadalupe/38th,30.302526,-97.738152,"30.302526,-97.738152"
606,606,Hyde Park Station (NB),30.304418,-97.73695,"30.304418,-97.73695"
607,607,Guadalupe/41st,30.306234000000003,-97.735787,"30.306234000000003,-97.735787"
608,608,Guadalupe/43rd,30.3085,-97.73434,"30.3085,-97.73434"
609,609,4413 Guadalupe/45th,30.31073,-97.73293000000001,"30.31073,-97.73293000000001"
610,610,Triangle Station (NB),30.314815999999997,-97.732264,"30.314815999999997,-97.732264"
611,611,5007 Lamar/51st,30.318410999999998,-97.730947,"30.318410999999998,-97.730947"
612,612,North Loop East Station (NB),30.321319,-97.729097,"30.321319,-97.729097"
613,613,5419 Lamar/Nelray,30.322779999999998,-97.72819,"30.322779999999998,-97.72819"
614,614,5555 Lamar/Nelray,30.324085999999998,-97.727368,"30.324085999999998,-97.727368"
617,617,6201 Lamar/Denson,30.330181,-97.72353299999999,"30.330181,-97.72353299999999"
618,618,6541 Lamar/Brentwood,30.33387,-97.72121,"30.33387,-97.72121"
620,620,7240 Lamar/St Johns,30.339956,-97.71769,"30.339956,-97.71769"
622,622,7545 Lamar/Morrow,30.34385,-97.71491999999999,"30.34385,-97.71491999999999"
623,623,8071 Lamar/Research,30.348283000000002,-97.711558,"30.348283000000002,-97.711558"
624,624,8415 Lamar/Thurmond,30.353121,-97.70573,"30.353121,-97.70573"
627,627,8745 Lamar/Deen,30.356405,-97.70124,"30.356405,-97.70124"
628,628,8911 Lamar/Carpenter,30.358138,-97.699627,"30.358138,-97.699627"
634,634,3200 Oak Springs/Airport,30.273609999999998,-97.69835,"30.273609999999998,-97.69835"
635,635,Oak Springs/Ridgeway,30.272555999999998,-97.70456800000001,"30.272555999999998,-97.70456800000001"
637,637,2420 Rosewood/Bedford,30.272319,-97.70829599999999,"30.272319,-97.70829599999999"
638,638,2370 Rosewood/Hargrave,30.271236,-97.710649,"30.271236,-97.710649"
642,642,Rosewood/San Bernard,30.268756,-97.725507,"30.268756,-97.725507"
657,657,907 11th/Branch,30.269859999999998,-97.731241,"30.269859999999998,-97.731241"
658,658,11th/Waller,30.269271000000003,-97.729681,"30.269271000000003,-97.729681"
660,660,1213 Rosewood/San Bernard,30.26853,-97.726049,"30.26853,-97.726049"
661,661,1319 Rosewood/Angelina,30.26878,-97.72446,"30.26878,-97.72446"
663,663,1909 Rosewood/Chicon,30.269696000000003,-97.718601,"30.269696000000003,-97.718601"
664,664,Rosewood/Northwestern,30.27,-97.71674,"30.27,-97.71674"
665,665,2365 Rosewood/Hargrave,30.270988,-97.71088,"30.270988,-97.71088"
666,666,Rosewood/Webberville,30.272357,-97.70514399999999,"30.272357,-97.70514399999999"
667,667,2807 Oak Springs/Webberville,30.272787,-97.702321,"30.272787,-97.702321"
668,668,3201 Oak Springs/Airport,30.273484000000003,-97.698127,"30.273484000000003,-97.698127"
669,669,Oak Springs/Springdale,30.273534,-97.691296,"30.273534,-97.691296"
674,674,Northcross Transfer Center,30.353609999999996,-97.73592,"30.353609999999996,-97.73592"
675,675,7500 Burnet/Richcreek,30.350659999999998,-97.734362,"30.350659999999998,-97.734362"
678,678,Burnet/Twin Oaks Dr.,30.342693,-97.738671,"30.342693,-97.738671"
684,684,North Loop Station (SB),30.324999,-97.739681,"30.324999,-97.739681"
685,685,Burnet/Hancock,30.322213,-97.739436,"30.322213,-97.739436"
686,686,Burnet/W. 49th,30.320333,-97.739313,"30.320333,-97.739313"
687,687,Burnet/W. 47th,30.318126,-97.739952,"30.318126,-97.739952"
688,688,Burnet/W. 45th,30.315528000000004,-97.741621,"30.315528000000004,-97.741621"
689,689,4214 Medical Parkway/43rd,30.312473999999998,-97.74237099999999,"30.312473999999998,-97.74237099999999"
690,690,4112 Medical Parkway/42nd,30.310901,-97.742667,"30.310901,-97.742667"
691,691,Medical Pkwy/W. 40th,30.308566,-97.742745,"30.308566,-97.742745"
695,695,3120 Lamar/32nd,30.301236,-97.74574,"30.301236,-97.74574"
716,716,800 Cesar Chavez/West,30.265741,-97.75240600000001,"30.265741,-97.75240600000001"
717,717,B R Reynolds/Lamar,30.267402,-97.756576,"30.267402,-97.756576"
722,722,1414 Lamar/Cinco,30.252465,-97.764114,"30.252465,-97.764114"
728,728,2806 Menchaca/Lightsey,30.243035,-97.781628,"30.243035,-97.781628"
729,729,3204 Menchaca/Glen Allen,30.240345,-97.78224200000001,"30.240345,-97.78224200000001"
730,730,3624 Menchaca/Larchmont,30.237452,-97.783568,"30.237452,-97.783568"
732,732,3906 Menchaca/Prather,30.233969000000002,-97.785765,"30.233969000000002,-97.785765"
733,733,4308 Menchaca/Ben White,30.230503999999996,-97.788112,"30.230503999999996,-97.788112"
734,734,4430 Menchaca/Redd,30.228464000000002,-97.78938000000001,"30.228464000000002,-97.78938000000001"
735,735,4616 Menchaca/Forest Hill,30.225990999999997,-97.79091600000001,"30.225990999999997,-97.79091600000001"
736,736,4804 Menchaca/Frontier,30.223743,-97.79234699999999,"30.223743,-97.79234699999999"
737,737,5000 Menchaca/Jones,30.220975,-97.794067,"30.220975,-97.794067"
739,739,5322 Menchaca/Inverness,30.217803000000004,-97.79599499999999,"30.217803000000004,-97.79599499999999"
740,740,5532 Menchaca/Stassney,30.216058,-97.797163,"30.216058,-97.797163"
742,742,5720 Menchaca/Whitestone,30.214391,-97.79951899999999,"30.214391,-97.79951899999999"
743,743,6212 Menchaca/Berkett,30.210671,-97.803629,"30.210671,-97.803629"
744,744,6372 Menchaca/Berkeley,30.208952000000004,-97.804711,"30.208952000000004,-97.804711"
745,745,6514 Menchaca/Miles,30.207078000000003,-97.80593,"30.207078000000003,-97.80593"
746,746,Menchaca/William Cannon SW Corner,30.202030999999998,-97.807163,"30.202030999999998,-97.807163"
750,750,Menchaca/William Cannon SE Corner,30.202687,-97.806816,"30.202687,-97.806816"
751,751,6601 Menchaca/Miles,30.206901000000002,-97.805837,"30.206901000000002,-97.805837"
752,752,6305 Menchaca/Berkeley,30.209018,-97.804497,"30.209018,-97.804497"
754,754,6001 Menchaca/Independence,30.212809999999998,-97.80188299999999,"30.212809999999998,-97.80188299999999"
755,755,5701 Menchaca/Whitestone,30.214491,-97.798856,"30.214491,-97.798856"
758,758,5309 Menchaca/Fair Oaks,30.219059,-97.79499799999999,"30.219059,-97.79499799999999"
764,764,4301 Menchaca/Fort View,30.230859999999996,-97.787599,"30.230859999999996,-97.787599"
765,765,3909 Menchaca/Prather,30.234049,-97.785514,"30.234049,-97.785514"
767,767,3505 Menchaca/Larchmont,30.238295,-97.782915,"30.238295,-97.782915"
768,768,3201 Menchaca/Glen Allen,30.240512,-97.782084,"30.240512,-97.782084"
771,771,2639 Lamar/Dickson,30.245377,-97.77969300000001,"30.245377,-97.77969300000001"
772,772,2401 Lamar/Bluebonnet,30.246752,-97.777395,"30.246752,-97.777395"
773,773,2201 Lamar/Kinney,30.247279,-97.77427800000001,"30.247279,-97.77427800000001"
776,776,1417 Lamar/Cinco,30.252289,-97.763972,"30.252289,-97.763972"
777,777,Lamar Square Station (NB),30.254034000000004,-97.762592,"30.254034000000004,-97.762592"
781,781,Barton Springs Station (NB),30.261634,-97.758053,"30.261634,-97.758053"
806,806,3105 Lamar/31st,30.30053,-97.745954,"30.30053,-97.745954"
807,807,3317 Lamar/34th,30.302553000000003,-97.744683,"30.302553000000003,-97.744683"
809,809,38th/Medical Pkwy,30.305685999999998,-97.743879,"30.305685999999998,-97.743879"
811,811,Medical Pkwy/41st,30.309731,-97.742576,"30.309731,-97.742576"
813,813,Medical Pkwy/44th,30.314054,-97.741916,"30.314054,-97.741916"
814,814,Burnet/45th,30.316,-97.741026,"30.316,-97.741026"
815,815,Burnet/49th,30.320494,-97.739145,"30.320494,-97.739145"
816,816,5011 Burnet/Hancock,30.321765999999997,-97.739242,"30.321765999999997,-97.739242"
817,817,North Loop Station (NB),30.326284,-97.739566,"30.326284,-97.739566"
819,819,Burnet/Houston,30.328765999999998,-97.739742,"30.328765999999998,-97.739742"
820,820,Burnet/Adams,30.330446000000002,-97.739876,"30.330446000000002,-97.739876"
821,821,5621 Burnet/Northland,30.332384,-97.739997,"30.332384,-97.739997"
822,822,Allandale Station (NB),30.3342,-97.7398,"30.3342,-97.7398"
824,824,6425 Burnet/Whitehorse,30.33997,-97.7389,"30.33997,-97.7389"
826,826,Justin Station (NB),30.345183000000002,-97.73755,"30.345183000000002,-97.73755"
827,827,Burnet/Greenlawn Pkwy,30.348509999999997,-97.73545,"30.348509999999997,-97.73545"
828,828,7439 Burnet/Richcreek,30.3504,-97.73424,"30.3504,-97.73424"
829,829,Northcross Station (NB),30.353858000000002,-97.73208100000001,"30.353858000000002,-97.73208100000001"
830,830,Northcross Mall,30.355782,-97.734268,"30.355782,-97.734268"
831,831,ACC Riverside Campus Stop,30.236201,-97.70484599999999,"30.236201,-97.70484599999999"
832,832,Hogan/Community,30.236459000000004,-97.701552,"30.236459000000004,-97.701552"
834,834,1214 Montopolis/Larch,30.232434,-97.698769,"30.232434,-97.698769"
847,847,2700 7th/Calles,30.260665000000003,-97.71152099999999,"30.260665000000003,-97.71152099999999"
848,848,2500 7th/Pedernales,30.260963,-97.71356,"30.260963,-97.71356"
863,863,11th/San Jacinto SW Corner,30.272,-97.73883599999999,"30.272,-97.73883599999999"
864,864,Trinity/12th,30.272709000000003,-97.73715,"30.272709000000003,-97.73715"
866,866,Trinity/17th,30.277788,-97.735271,"30.277788,-97.735271"
870,870,1509 Martin Luther King/Comal,30.279073999999998,-97.724701,"30.279073999999998,-97.724701"
872,872,1813 Martin Luther King/Chicon,30.279695,-97.721372,"30.279695,-97.721372"
873,873,2207 Martin Luther King/Ferdinand,30.28023,-97.718137,"30.28023,-97.718137"
874,874,2401 Martin Luther King/Maple,30.280586,-97.715949,"30.280586,-97.715949"
875,875,2615 Martin Luther King/Walnut,30.280972,-97.713458,"30.280972,-97.713458"
877,877,2915 Martin Luther King/Clifford,30.281869,-97.707799,"30.281869,-97.707799"
878,878,2945 Martin Luther King/Harvey,30.282207,-97.70565,"30.282207,-97.70565"
880,880,3431 Martin Luther King/Greenwood,30.283317999999998,-97.698197,"30.283317999999998,-97.698197"
881,881,3601 Martin Luther King/EM Franklin,30.283699,-97.695712,"30.283699,-97.695712"
882,882,3815 Martin Luther King/Perez,30.284090999999997,-97.693161,"30.284090999999997,-97.693161"
886,886,Martin Luther King/Springdale,30.285690000000002,-97.68292,"30.285690000000002,-97.68292"
898,898,4600 Martin Luther King/Springdale,30.285994,-97.68224599999999,"30.285994,-97.68224599999999"
902,902,3900 Martin Luther King/Perez,30.284342,-97.69295100000001,"30.284342,-97.69295100000001"
905,905,3300 Martin Luther King/Tillery,30.283021999999995,-97.701544,"30.283021999999995,-97.701544"
909,909,2700 Martin Luther King/Walnut,30.281129999999997,-97.713317,"30.281129999999997,-97.713317"
910,910,2300 Martin Luther King/Chestnut,30.280549,-97.717136,"30.280549,-97.717136"
911,911,1900 Martin Luther King/Chicon,30.279877000000003,-97.721101,"30.279877000000003,-97.721101"
912,912,1700 Martin Luther King/Leona,30.279502,-97.723095,"30.279502,-97.723095"
913,913,1498 Martin Luther King/Comal,30.279075,-97.725602,"30.279075,-97.725602"
916,916,San Jacinto/17th,30.278165,-97.736503,"30.278165,-97.736503"
919,919,San Jacinto/14th,30.275451,-97.737526,"30.275451,-97.737526"
921,921,San Jacinto/12th,30.273386,-97.73828,"30.273386,-97.73828"
922,922,San Jacinto/11th,30.272213,-97.738718,"30.272213,-97.738718"
928,928,IH-35/East 7th,30.266895,-97.735299,"30.266895,-97.735299"
929,929,7th/San Marcos,30.265971,-97.732268,"30.265971,-97.732268"
931,931,7th/Navasota,30.264583000000002,-97.728178,"30.264583000000002,-97.728178"
934,934,Chicon/East 7th,30.262511,-97.722327,"30.262511,-97.722327"
935,935,7th/Robert T Martinez Jr,30.261532,-97.718195,"30.261532,-97.718195"
936,936,2425 7th/Pedernales,30.260851000000002,-97.713904,"30.260851000000002,-97.713904"
937,937,2621 7th/Calles,30.260533000000002,-97.711831,"30.260533000000002,-97.711831"
938,938,2789 7th/Pleasant Valley,30.260046000000003,-97.709625,"30.260046000000003,-97.709625"
939,939,3223 7th/Allen,30.257758000000003,-97.704514,"30.257758000000003,-97.704514"
940,940,3535 7th/Springdale,30.256025,-97.701819,"30.256025,-97.701819"
942,942,5021 7th/Shady,30.253396999999996,-97.697886,"30.253396999999996,-97.697886"
944,944,618 Vargas/Ponca,30.235736,-97.692557,"30.235736,-97.692557"
950,950,6306 Riverside/Montopolis,30.224996,-97.703124,"30.224996,-97.703124"
951,951,6000 Riverside/Clubview,30.226585999999998,-97.706711,"30.226585999999998,-97.706711"
953,953,1101 Grove (ACC Riverside),30.235008,-97.70417900000001,"30.235008,-97.70417900000001"
954,954,2007 Anderson/Burnet,30.354471999999998,-97.727616,"30.354471999999998,-97.727616"
956,956,Woodrow/Anderson,30.35245,-97.7234,"30.35245,-97.7234"
958,958,Woodrow/Princeton,30.349882,-97.723185,"30.349882,-97.723185"
960,960,Woodrow/Richcreek,30.346068,-97.724799,"30.346068,-97.724799"
962,962,7100 Woodrow/Piedmont,30.342980999999998,-97.725124,"30.342980999999998,-97.725124"
963,963,7000 Woodrow/Cullen,30.341521999999998,-97.725904,"30.341521999999998,-97.725904"
964,964,6800 Woodrow/Choquette,30.339208000000003,-97.727376,"30.339208000000003,-97.727376"
965,965,6600 Woodrow/Brentwood,30.337479,-97.728461,"30.337479,-97.728461"
966,966,Woodrow/Payne,30.335922999999998,-97.729446,"30.335922999999998,-97.729446"
967,967,Woodrow/Romeria,30.333637,-97.730682,"30.333637,-97.730682"
968,968,5900 Woodrow/Koenig,30.331024,-97.7316,"30.331024,-97.7316"
969,969,5626 Woodrow/Theckla,30.328865999999998,-97.732957,"30.328865999999998,-97.732957"
970,970,5500 Woodrow/Houston,30.326461,-97.734505,"30.326461,-97.734505"
971,971,5300 Woodrow/North Loop,30.324296,-97.735849,"30.324296,-97.735849"
972,972,5200 Woodrow/North,30.322571000000003,-97.73695500000001,"30.322571000000003,-97.73695500000001"
973,973,1215 51st/Grover,30.320538,-97.735873,"30.320538,-97.735873"
974,974,1143 49th/Grover,30.318547,-97.736463,"30.318547,-97.736463"
977,977,909 45th/Lamar,30.31298,-97.736887,"30.31298,-97.736887"
978,978,507 45th/Guadalupe,30.310607,-97.732618,"30.310607,-97.732618"
979,979,301 45th/Avenue C,30.309534999999997,-97.73039200000001,"30.309534999999997,-97.73039200000001"
980,980,Speedway/45th,30.30835,-97.728674,"30.30835,-97.728674"
981,981,4300 Speedway/43rd,30.306696999999996,-97.729732,"30.306696999999996,-97.729732"
982,982,4004 Speedway/40th,30.303497999999998,-97.731786,"30.303497999999998,-97.731786"
983,983,3812 Speedway/38th Half,30.301379999999998,-97.733132,"30.301379999999998,-97.733132"
985,985,3204 Speedway/33rd,30.29713,-97.735816,"30.29713,-97.735816"
993,993,Cesar Chavez/Brazos,30.262969000000002,-97.743365,"30.262969000000002,-97.743365"
995,995,515 Cesar Chavez/Red River,30.261712,-97.73893199999999,"30.261712,-97.73893199999999"
999,999,Riverside/Summit,30.245976000000002,-97.731836,"30.245976000000002,-97.731836"
1002,1002,Riverside/Burton,30.240340999999997,-97.727308,"30.240340999999997,-97.727308"
1003,1003,2237 Riverside/Willow Creek,30.238275,-97.726015,"30.238275,-97.726015"
1005,1005,2507 Riverside/Pleasant Valley,30.233867,-97.72376,"30.233867,-97.72376"
1008,1008,4411 Oltorf/Huntwick,30.226619,-97.72626,"30.226619,-97.72626"
1009,1009,2401 Wickersham/Oltorf,30.226039,-97.723488,"30.226039,-97.723488"
1010,1010,Wickersham/Cromwell,30.227021,-97.721847,"30.227021,-97.721847"
1011,1011,2207 Wickersham/Sheringham,30.229315000000003,-97.72135300000001,"30.229315000000003,-97.72135300000001"
1013,1013,4825 Riverside/Kirksey,30.231315999999996,-97.71704100000001,"30.231315999999996,-97.71704100000001"
1014,1014,5100 Riverside/Riverside Farms,30.230355,-97.714648,"30.230355,-97.714648"
1015,1015,5401 Riverside/Faro,30.229169,-97.712324,"30.229169,-97.712324"
1016,1016,5500 Riverside/Penick,30.228277000000002,-97.710766,"30.228277000000002,-97.710766"
1017,1017,Ruiz Library,30.229539000000003,-97.706558,"30.229539000000003,-97.706558"
1018,1018,Riverside/Faro,30.229833000000003,-97.712898,"30.229833000000003,-97.712898"
1020,1020,4900 Riverside/Crossing Place,30.23136,-97.71637,"30.23136,-97.71637"
1021,1021,4823 Riverside/Crossing Place,30.231928000000003,-97.717861,"30.231928000000003,-97.717861"
1022,1022,2100 Wickersham/Riverside,30.231526000000002,-97.720884,"30.231526000000002,-97.720884"
1023,1023,Wickersham/Sheringham,30.229914,-97.72149300000001,"30.229914,-97.72149300000001"
1024,1024,2300 Wickersham/Cromwell,30.227534000000002,-97.721731,"30.227534000000002,-97.721731"
1025,1025,2440 Wickersham/Oltorf,30.226083000000003,-97.723784,"30.226083000000003,-97.723784"
1027,1027,2433 Pleasant Valley/Oltorf,30.228028000000002,-97.727241,"30.228028000000002,-97.727241"
1028,1028,2209 Pleasant Valley/Sheringham,30.231097,-97.72529899999999,"30.231097,-97.72529899999999"
1029,1029,2426 Riverside/Pleasant Valley,30.235706,-97.72437,"30.235706,-97.72437"
1030,1030,Riverside/Willow Creek,30.238065000000002,-97.725635,"30.238065000000002,-97.725635"
1032,1032,Riverside/Town Creek,30.24114,-97.727591,"30.24114,-97.727591"
1033,1033,Riverside/Shore District,30.242867999999998,-97.728889,"30.242867999999998,-97.728889"
1034,1034,1600 Riverside/Summit,30.246505,-97.73196899999999,"30.246505,-97.73196899999999"
1038,1038,400 Cesar Chavez/Trinity,30.262459999999997,-97.74084,"30.262459999999997,-97.74084"
1042,1042,2231 Guadalupe/West Mall UT,30.285738000000002,-97.741618,"30.285738000000002,-97.741618"
1049,1049,Speedway/35th,30.299217,-97.734341,"30.299217,-97.734341"
1051,1051,Speedway/39th,30.301591,-97.732825,"30.301591,-97.732825"
1053,1053,4301 Speedway/43rd,30.306615999999998,-97.72961600000001,"30.306615999999998,-97.72961600000001"
1054,1054,108 45th Street/Avenue D,30.309112,-97.729235,"30.309112,-97.729235"
1055,1055,408 45th Street/Avenue A,30.310425,-97.73187800000001,"30.310425,-97.73187800000001"
1056,1056,636 45th/Guadalupe,30.31125,-97.733468,"30.31125,-97.733468"
1057,1057,918 45th/Lamar,30.313397,-97.737245,"30.313397,-97.737245"
1058,1058,Sunshine Station (NB),30.316434,-97.73571700000001,"30.316434,-97.73571700000001"
1059,1059,4801 Sunshine (Criss Cole Rehab),30.317382000000002,-97.735114,"30.317382000000002,-97.735114"
1060,1060,1100 49th/Grover,30.318790999999997,-97.73664699999999,"30.318790999999997,-97.73664699999999"
1061,1061,1200 51st/Grover,30.320707000000002,-97.735989,"30.320707000000002,-97.735989"
1062,1062,5113 Woodrow/North,30.322371,-97.736892,"30.322371,-97.736892"
1063,1063,5223 Woodrow/North Loop,30.324061,-97.735824,"30.324061,-97.735824"
1064,1064,5413 Woodrow/Houston,30.326186,-97.734482,"30.326186,-97.734482"
1065,1065,5515 Woodrow/Houston,30.327565000000003,-97.733603,"30.327565000000003,-97.733603"
1066,1066,5701 Woodrow/Theckla,30.329034000000004,-97.73267299999999,"30.329034000000004,-97.73267299999999"
1067,1067,5819 Woodrow/Koenig,30.330737,-97.73158000000001,"30.330737,-97.73158000000001"
1068,1068,Woodrow/Alguno,30.332811,-97.730682,"30.332811,-97.730682"
1069,1069,Woodrow/Alegria,30.334573,-97.73012800000001,"30.334573,-97.73012800000001"
1070,1070,6523 Woodrow/Brentwood,30.337279,-97.72842,"30.337279,-97.72842"
1072,1072,Woodrow/Dwyce,30.340171,-97.72659399999999,"30.340171,-97.72659399999999"
1074,1074,7115 Woodrow/Piedmont,30.342848999999998,-97.72498399999999,"30.342848999999998,-97.72498399999999"
1075,1075,Woodrow/Pasadena,30.344977,-97.72521,"30.344977,-97.72521"
1076,1076,Woodrow/Morrow,30.34743,-97.723761,"30.34743,-97.723761"
1077,1077,7717 Woodrow/Princeton,30.349890000000002,-97.72301999999999,"30.349890000000002,-97.72301999999999"
1078,1078,1700 Anderson/Wooten Park,30.352790000000002,-97.72362,"30.352790000000002,-97.72362"
1080,1080,Anderson/Mullen,30.35401,-97.72622,"30.35401,-97.72622"
1084,1084,4000 Tannehill/Jackie Robinson,30.276390000000003,-97.67603299999999,"30.276390000000003,-97.67603299999999"
1085,1085,Jackie Robinson/Delano,30.276588,-97.67835,"30.276588,-97.67835"
1089,1089,1420 Webberville/Fort Branch,30.27989,-97.681063,"30.27989,-97.681063"
1090,1090,Webberville/Ribbecke,30.279255,-97.683196,"30.279255,-97.683196"
1091,1091,12th/Webberville,30.278361,-97.685478,"30.278361,-97.685478"
1092,1092,4600 12th/Springdale,30.278940999999996,-97.68668199999999,"30.278940999999996,-97.68668199999999"
1093,1093,12th/Cometa,30.278639000000002,-97.689538,"30.278639000000002,-97.689538"
1094,1094,3522 12th/E M Franklin,30.277864,-97.694461,"30.277864,-97.694461"
1096,1096,3250 12th/Airport,30.276978000000003,-97.70017800000001,"30.276978000000003,-97.70017800000001"
1097,1097,3100 12th/McKinley,30.276653999999997,-97.702258,"30.276653999999997,-97.702258"
1098,1098,12th/Harvey,30.276346000000004,-97.70424,"30.276346000000004,-97.70424"
1099,1099,2900 12th/Alexander,30.275723,-97.708093,"30.275723,-97.708093"
1100,1100,2730 12th/New York,30.275351,-97.710464,"30.275351,-97.710464"
1101,1101,12th/Cedar,30.274879,-97.713399,"30.274879,-97.713399"
1102,1102,2204 12th/Chestnut,30.274390000000004,-97.716486,"30.274390000000004,-97.716486"
1103,1103,1914 12th/Chicon,30.273963000000002,-97.719142,"30.273963000000002,-97.719142"
1105,1105,1700 12th/Leona,30.273521000000002,-97.72187,"30.273521000000002,-97.72187"
1106,1106,1400 12th/Angelina,30.273059000000003,-97.7249,"30.273059000000003,-97.7249"
1107,1107,1220 12th/San Bernard,30.272727000000003,-97.726844,"30.272727000000003,-97.726844"
1109,1109,12th/IH-35,30.272088,-97.73084200000001,"30.272088,-97.73084200000001"
1114,1114,12th/Navasota,30.272434000000004,-97.72784399999999,"30.272434000000004,-97.72784399999999"
1118,1118,1819 12th/Chicon,30.273695,-97.720001,"30.273695,-97.720001"
1121,1121,2601 12th/Cedar,30.274815000000004,-97.712846,"30.274815000000004,-97.712846"
1122,1122,2733 12th/New York,30.275203,-97.710441,"30.275203,-97.710441"
1123,1123,2863 12th/Alexander,30.275533000000003,-97.708349,"30.275533000000003,-97.708349"
1124,1124,2917 12th/Hargrave,30.275868,-97.706343,"30.275868,-97.706343"
1125,1125,3021 12th/McKinley,30.276474,-97.702363,"30.276474,-97.702363"
1126,1126,3245 12th/Airport,30.276730999999998,-97.700547,"30.276730999999998,-97.700547"
